,degree,betweenness,eigenvector,closeness,pagerank
4132,0.008013890743956191,0.009848992979740883,0.05843257323530688,0.3718585477302076,0.0022322555129385027
4171,0.004407639909175904,0.001985970201983995,0.04105858070882854,0.36190061871616397,0.0010046233351867157
4206,0.027915052758114064,0.026400812344940256,0.05844399189694657,0.3661303731233801,0.00719827680133484
4213,0.0034726859890476824,0.0038746041988252378,0.01792868894870637,0.35833253565616924,0.0010093121330785257
4228,0.0057432883665019365,0.009920199666480943,0.005618315756466374,0.33818148967884726,0.0022168439060619295
4233,0.009349539201282222,0.005684834718414969,0.1174905685066437,0.40923749658376607,0.0018951086157886665
4237,0.00013356484573260317,0.0,0.004760823155420756,0.33690320838770643,4.598394981162159e-05
4280,0.0026712969146520634,0.0012696861917092465,0.02133605518625913,0.3581782519255609,0.000649465338390471
4303,0.00761319620675838,0.008109663970333417,0.013058985440853921,0.34435654493606843,0.0021027394772971603
4407,0.01389074395619073,0.014042559553159466,0.05886337106347919,0.3820872671599898,0.0034593650950014076
4422,0.017096300253773206,0.02460784229461777,0.0538215911951024,0.38740556762910067,0.004924361808569824
4427,0.0025377320689194604,0.0011968238310131418,0.029801874802957314,0.3687450748620961,0.0005940252225034246
4491,0.0005342593829304127,4.451128274113543e-05,0.014519809052999579,0.3462036437621382,0.00013287530641768662
4511,0.00013356484573260317,0.0,0.004760823155420756,0.33690320838770643,4.598394981162159e-05
4532,0.004541204754908507,0.005803840022310276,0.08748879522424682,0.41506818937797985,0.0009793936422111444
4562,0.00026712969146520634,0.0,0.005156930126459878,0.33798302636330807,8.560825086897477e-05
4593,0.0004006945371978095,0.0,0.008031543554997524,0.34058135832234,0.00010591206873359973
4707,0.0014692133030586349,0.000931380265611133,0.03220004188473838,0.37562713224964883,0.00034037508367023623
4791,0.0005342593829304127,3.9940818109387595e-05,0.016175686388225582,0.35824680606727594,0.0001407654410701254
4796,0.0018699078402564444,0.0017226513265537582,0.03804247318705177,0.3862663158437806,0.00044074481237323603
4809,0.0006678242286630158,4.681625586653429e-05,0.017619792180474776,0.3553730776533131,0.0001656205719927561
4816,0.00026712969146520634,0.0,0.007156049629888369,0.3413733357650921,7.716471911729918e-05
4856,0.0018699078402564444,0.0,0.044751620622560495,0.35025261976047906,0.0003779493106818698
5431,0.00013356484573260317,0.0,0.004760823155420756,0.33690320838770643,4.598394981162159e-05
5675,0.00013356484573260317,0.0,0.004760823155420756,0.33690320838770643,4.598394981162159e-05
5687,0.00013356484573260317,0.0,0.004760823155420756,0.33690320838770643,4.598394981162159e-05
5726,0.00026712969146520634,0.0,0.012780218044088241,0.3545484680589099,8.095503252364529e-05
5745,0.00013356484573260317,0.0,0.004760823155420756,0.33690320838770643,4.598394981162159e-05
5754,0.00013356484573260317,0.0,0.004760823155420756,0.33690320838770643,4.598394981162159e-05
5968,0.00026712969146520634,0.0,0.005105279797689078,0.33726744447948104,7.526856493879575e-05
6127,0.0018699078402564444,0.0,0.044751620622560495,0.35025261976047906,0.0003779493106818698
6175,0.00013356484573260317,0.0,0.004760823155420756,0.33690320838770643,4.598394981162159e-05
6423,0.0018699078402564444,0.0,0.044751620622560495,0.35025261976047906,0.0003779493106818698
4806,0.0012020836115934285,0.00025014945420385196,0.03432358984285681,0.37714084223252065,0.00029167878614621515
4953,0.0004006945371978095,1.9184701969620703e-07,0.006257894049480588,0.33737382840663305,9.988497804568836e-05
5009,0.00013356484573260317,0.0,0.004760823155420756,0.33690320838770643,4.598394981162159e-05
5038,0.0010685187658608254,0.0005596262377776794,0.022176462941318534,0.3646147852342456,0.0002596112723161851
5041,0.000801389074395619,0.0004051559356351245,0.02594663768680851,0.3760610779044653,0.0002116560339153755
5087,0.0017363429945238412,0.0010364708913737743,0.03678492210847485,0.38057235805418593,0.00039947047262528745
5216,0.0006678242286630158,0.00023920066662813777,0.023853012835801046,0.3722282986974247,0.00017738591621322737
5345,0.0005342593829304127,0.0,0.018488814732985442,0.3549687085150768,0.00012736169728678445
5406,0.0041405102177106985,0.004299845622883296,0.07877437812233627,0.4021161179440357,0.0009125255694439045
5411,0.002404167223186857,0.0006020244925580765,0.06260960552115812,0.3833000563149542,0.000507581562073056
5425,0.0004006945371978095,1.821844707111835e-05,0.009169918935198688,0.34405587978493635,0.0001026812183469976
5427,0.0005342593829304127,2.4920293762472364e-05,0.016538222724281324,0.3546660350544765,0.00014149622060711994
5428,0.0022706023774542537,0.0005590163377481807,0.053692276339994724,0.368509130284983,0.00047473532219531367
5476,0.0021370375317216507,5.007503100689106e-05,0.05337010930105198,0.3674961959456143,0.0004449564886428255
5499,0.0005342593829304127,0.0,0.015971388569190195,0.3518823142360295,0.00013603472373441045
5698,0.0005342593829304127,1.0656313475069654e-05,0.01085064518284149,0.34212209833668433,0.00012908753886781607
5749,0.000801389074395619,0.0004456672097227004,0.015431527771938432,0.35589675333935444,0.0002018622737375461
5752,0.000801389074395619,0.0003167983552956807,0.024716275770102717,0.3680381457995379,0.0001944735397540288
5762,0.0020034726859890477,0.0007410321439855149,0.0380319578010993,0.37685609301857353,0.0004718972981398632
6046,0.0018699078402564444,0.0,0.044751620622560495,0.35025261976047906,0.0003779493106818698
6078,0.0005342593829304127,3.9940818109387595e-05,0.01887013199772249,0.35901985230651196,0.00013800951288208492
6103,0.00013356484573260317,0.0,0.004760823155420756,0.33690320838770643,4.598394981162159e-05
6104,0.0012020836115934285,0.00030390387553785907,0.02559003225704972,0.36390590065130746,0.0002873756917985679
6130,0.0020034726859890477,0.0,0.05277101551122798,0.36717179147663187,0.0004129203933938935
6197,0.0004006945371978095,0.0,0.014260140316942033,0.3564219746739027,0.00011126124120999553
6209,0.0004006945371978095,1.835415941618179e-06,0.005872610405812387,0.3384872733848727,0.00010318655864858536
6246,0.00013356484573260317,0.0,0.004760823155420756,0.33690320838770643,4.598394981162159e-05
